diyogon 36347 Sun Aug 28 17:38:11 2016

Avatar 0:(4,34) Moving north.
0:(4,33) 1:(17,21) 2:(3,30) Avatar 1:(17,21) Moving north.
0:(34,31) 1:(33,26) 2:(33,26) Avatar 2:(33,26) Moving north.
0:(34,31) 1:(33,26) 2:(33,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,26) 2:(33,25) Avatar 1:(33,26) Moving north.
0:(34,31) 1:(33,25) 2:(33,25) Avatar 2:(33,25) Moving west.
0:(34,31) 1:(33,25) 2:(32,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,25) 2:(32,25) Avatar 1:(33,25) Moving west.
0:(34,31) 1:(32,25) 2:(32,25) Avatar 2:(32,25) Moving west.
0:(34,31) 1:(32,25) 2:(31,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(32,25) 2:(31,25) Avatar 1:(32,25) Moving west.
0:(34,31) 1:(31,25) 2:(31,25) Avatar 2:(31,25) Moving north.
0:(34,31) 1:(31,25) 2:(31,24) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,25) 2:(31,24) Avatar 1:(31,25) Moving north.
0:(34,31) 1:(31,24) 2:(31,24) Avatar 2:(31,24) Moving west.
0:(34,31) 1:(31,24) 2:(30,24) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,24) 2:(30,24) Avatar 1:(31,24) Moving west.
0:(34,31) 1:(30,24) 2:(30,24) Avatar 2:(30,24) Moving north.
0:(34,31) 1:(30,24) 2:(30,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,24) 2:(30,23) Avatar 1:(30,24) Moving north.
0:(34,31) 1:(30,23) 2:(30,23) Avatar 2:(30,23) Moving east.
0:(34,31) 1:(30,23) 2:(31,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,23) 2:(31,23) Avatar 1:(30,23) Moving east.
0:(34,31) 1:(31,23) 2:(31,23) Avatar 2:(31,23) Moving north.
0:(34,31) 1:(31,23) 2:(31,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,23) 2:(31,22) Avatar 1:(31,23) Moving north.
0:(34,31) 1:(31,22) 2:(31,22) Avatar 2:(31,22) Moving west.
0:(34,31) 1:(31,22) 2:(30,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,22) 2:(30,22) Avatar 1:(31,22) Moving west.
0:(34,31) 1:(30,22) 2:(30,22) Avatar 2:(30,22) Moving north.
0:(34,31) 1:(30,22) 2:(30,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,22) 2:(30,21) Avatar 1:(30,22) Moving north.
0:(34,31) 1:(30,21) 2:(30,21) Avatar 2:(30,21) Moving west.
0:(34,31) 1:(30,21) 2:(29,21) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,21) 2:(29,21) Avatar 1:(30,21) Moving west.
0:(34,31) 1:(29,21) 2:(29,21) Avatar 2:(29,21) Moving south.
0:(34,31) 1:(29,21) 2:(29,22) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,21) 2:(29,22) Avatar 1:(29,21) Moving south.
0:(34,31) 1:(29,22) 2:(29,22) Avatar 2:(29,22) Moving south.
0:(34,31) 1:(29,22) 2:(29,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,22) 2:(29,23) Avatar 1:(29,22) Moving south.
0:(34,31) 1:(29,23) 2:(29,23) Avatar 2:(29,23) Moving west.
0:(34,31) 1:(29,23) 2:(28,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,23) 2:(28,23) Avatar 1:(29,23) Moving west.
0:(34,31) 1:(28,23) 2:(28,23) Avatar 2:(28,23) Moving west.
0:(34,31) 1:(28,23) 2:(27,23) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,23) 2:(27,23) Avatar 1:(28,23) Moving west.
0:(34,31) 1:(27,23) 2:(27,23) Avatar 2:(27,23) Moving south.
0:(34,31) 1:(27,23) 2:(27,24) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(27,23) 2:(27,24) Avatar 1:(27,23) Moving south.
0:(34,31) 1:(27,24) 2:(27,24) Avatar 2:(27,24) Moving east.
0:(34,31) 1:(27,24) 2:(28,24) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(27,24) 2:(28,24) Avatar 1:(27,24) Moving east.
0:(34,31) 1:(28,24) 2:(28,24) Avatar 2:(28,24) Moving south.
0:(34,31) 1:(28,24) 2:(28,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,24) 2:(28,25) Avatar 1:(28,24) Moving south.
0:(34,31) 1:(28,25) 2:(28,25) Avatar 2:(28,25) Moving east.
0:(34,31) 1:(28,25) 2:(29,25) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(28,25) 2:(29,25) Avatar 1:(28,25) Moving east.
0:(34,31) 1:(29,25) 2:(29,25) Avatar 2:(29,25) Moving south.
0:(34,31) 1:(29,25) 2:(29,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,25) 2:(29,26) Avatar 1:(29,25) Moving south.
0:(34,31) 1:(29,26) 2:(29,26) Avatar 2:(29,26) Moving east.
0:(34,31) 1:(29,26) 2:(30,26) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(29,26) 2:(30,26) Avatar 1:(29,26) Moving east.
0:(34,31) 1:(30,26) 2:(30,26) Avatar 2:(30,26) Moving south.
0:(34,31) 1:(30,26) 2:(30,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,26) 2:(30,27) Avatar 1:(30,26) Moving south.
0:(34,31) 1:(30,27) 2:(30,27) Avatar 2:(30,27) Moving east.
0:(34,31) 1:(30,27) 2:(31,27) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,27) 2:(31,27) Avatar 1:(30,27) Moving east.
0:(34,31) 1:(31,27) 2:(31,27) Avatar 2:(31,27) Moving south.
0:(34,31) 1:(31,27) 2:(31,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,27) 2:(31,28) Avatar 1:(31,27) Moving south.
0:(34,31) 1:(31,28) 2:(31,28) Avatar 2:(31,28) Moving west.
0:(34,31) 1:(31,28) 2:(30,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,28) 2:(30,28) Avatar 1:(31,28) Moving west.
0:(34,31) 1:(30,28) 2:(30,28) Avatar 2:(30,28) Moving south.
0:(34,31) 1:(30,28) 2:(30,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,28) 2:(30,29) Avatar 1:(30,28) Moving south.
0:(34,31) 1:(30,29) 2:(30,29) Avatar 2:(30,29) Moving south.
0:(34,31) 1:(30,29) 2:(30,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,29) 2:(30,30) Avatar 1:(30,29) Moving south.
0:(34,31) 1:(30,30) 2:(30,30) Avatar 2:(30,30) Moving south.
0:(34,31) 1:(30,30) 2:(30,31) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,30) 2:(30,31) Avatar 1:(30,30) Moving south.
0:(34,31) 1:(30,31) 2:(30,31) Avatar 2:(30,31) Moving south.
0:(34,31) 1:(30,31) 2:(30,32) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,31) 2:(30,32) Avatar 1:(30,31) Moving south.
0:(34,31) 1:(30,32) 2:(30,32) Avatar 2:(30,32) Moving east.
0:(34,31) 1:(30,32) 2:(31,32) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(30,32) 2:(31,32) Avatar 1:(30,32) Moving east.
0:(34,31) 1:(31,32) 2:(31,32) Avatar 2:(31,32) Moving north.
0:(34,31) 1:(31,32) 2:(31,31) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,32) 2:(31,31) Avatar 1:(31,32) Moving north.
0:(34,31) 1:(31,31) 2:(31,31) Avatar 2:(31,31) Moving north.
0:(34,31) 1:(31,31) 2:(31,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,31) 2:(31,30) Avatar 1:(31,31) Moving north.
0:(34,31) 1:(31,30) 2:(31,30) Avatar 2:(31,30) Moving north.
0:(34,31) 1:(31,30) 2:(31,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,30) 2:(31,29) Avatar 1:(31,30) Moving north.
0:(34,31) 1:(31,29) 2:(31,29) Avatar 2:(31,29) Moving east.
0:(34,31) 1:(31,29) 2:(32,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(31,29) 2:(32,29) Avatar 1:(31,29) Moving east.
0:(34,31) 1:(32,29) 2:(32,29) Avatar 2:(32,29) Moving north.
0:(34,31) 1:(32,29) 2:(32,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(32,29) 2:(32,28) Avatar 1:(32,29) Moving north.
0:(34,31) 1:(32,28) 2:(32,28) Avatar 2:(32,28) Moving east.
0:(34,31) 1:(32,28) 2:(33,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(32,28) 2:(33,28) Avatar 1:(32,28) Moving east.
0:(34,31) 1:(33,28) 2:(33,28) Avatar 2:(33,28) Moving east.
0:(34,31) 1:(33,28) 2:(34,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(33,28) 2:(34,28) Avatar 1:(33,28) Moving east.
0:(34,31) 1:(34,28) 2:(34,28) Avatar 2:(34,28) Moving east.
0:(34,31) 1:(34,28) 2:(35,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(34,28) 2:(35,28) Avatar 1:(34,28) Moving east.
0:(34,31) 1:(35,28) 2:(35,28) Avatar 2:(35,28) Moving east.
0:(34,31) 1:(35,28) 2:(36,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(35,28) 2:(36,28) Avatar 1:(35,28) Moving east.
0:(34,31) 1:(36,28) 2:(36,28) Avatar 2:(36,28) Moving east.
0:(34,31) 1:(36,28) 2:(37,28) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(36,28) 2:(37,28) Avatar 1:(36,28) Moving east.
0:(34,31) 1:(37,28) 2:(37,28) Avatar 2:(37,28) Moving south.
0:(34,31) 1:(37,28) 2:(37,29) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(37,28) 2:(37,29) Avatar 1:(37,28) Moving south.
0:(34,31) 1:(37,29) 2:(37,29) Avatar 2:(37,29) Moving south.
0:(34,31) 1:(37,29) 2:(37,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(37,29) 2:(37,30) Avatar 1:(37,29) Moving south.
0:(34,31) 1:(37,30) 2:(37,30) Avatar 2:(37,30) Moving west.
0:(34,31) 1:(37,30) 2:(36,30) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(37,30) 2:(36,30) Avatar 1:(37,30) Moving west.
0:(34,31) 1:(36,30) 2:(36,30) Avatar 2:(36,30) Moving south.
0:(34,31) 1:(36,30) 2:(36,31) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(36,30) 2:(36,31) Avatar 1:(36,30) Moving south.
0:(34,31) 1:(36,31) 2:(36,31) Avatar 2:(36,31) Moving west.
0:(34,31) 1:(36,31) 2:(35,31) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(36,31) 2:(35,31) Avatar 1:(36,31) Moving west.
0:(34,31) 1:(35,31) 2:(35,31) Avatar 2:(35,31) Moving west.
0:(34,31) 1:(35,31) 2:(34,31) Avatar 0:(34,31) Moving north.
0:(34,31) 1:(35,31) 2:(34,31) Avatar 1:(35,31) Moving west.
AM_MAZE_SOLVED 3 7 2167 -95814631
